NCTId,Country,OverallStatus,StopCategory,StartYear
NCT03860844,Hungary,TERMINATED,Efficacy not met,2019
NCT03860844,Greece,TERMINATED,Efficacy not met,2019
NCT03860844,Portugal,TERMINATED,Efficacy not met,2019
NCT03860844,Brazil,TERMINATED,Efficacy not met,2019
NCT03860844,Italy,TERMINATED,Efficacy not met,2019
NCT03860844,Denmark,TERMINATED,Efficacy not met,2019
NCT03860844,Netherlands,TERMINATED,Efficacy not met,2019
NCT03860844,Argentina,TERMINATED,Efficacy not met,2019
NCT03860844,Norway,TERMINATED,Efficacy not met,2019
NCT03860844,France,TERMINATED,Efficacy not met,2019
NCT03860844,United States,TERMINATED,Efficacy not met,2019
NCT03860844,Sweden,TERMINATED,Efficacy not met,2019
NCT02441309,Germany,TERMINATED,Low enrollment/accrual,2014
NCT02441309,United Kingdom,TERMINATED,Low enrollment/accrual,2014
NCT02441309,Italy,TERMINATED,Low enrollment/accrual,2014
NCT02441309,Netherlands,TERMINATED,Low enrollment/accrual,2014
NCT02441309,Norway,TERMINATED,Low enrollment/accrual,2014
NCT05172063,Egypt,UNKNOWN,No reason recorded,2022
NCT04034914,United States,TERMINATED,Funding,2019
NCT02787876,South Korea,UNKNOWN,No reason recorded,2016
NCT03827759,France,TERMINATED,Low enrollment/accrual,2019
NCT05740449,Netherlands,WITHDRAWN,Sponsor/business decision,2023
NCT04968860,Brazil,TERMINATED,Other,2019
NCT01896440,United States,WITHDRAWN,Regulatory,2013
NCT03600649,United States,UNKNOWN,No reason recorded,2018
NCT03003273,India,TERMINATED,Low enrollment/accrual,2017
NCT01864291,United States,TERMINATED,Other,2013
NCT00314925,United States,UNKNOWN,No reason recorded,2006
NCT02332889,United States,TERMINATED,Other,2015
NCT05729178,Italy,UNKNOWN,No reason recorded,2020
NCT05348915,Oman,TERMINATED,Sponsor/business decision,2022
NCT05348915,United States,TERMINATED,Sponsor/business decision,2022
NCT05348915,Tanzania,TERMINATED,Sponsor/business decision,2022
NCT05348915,Colombia,TERMINATED,Sponsor/business decision,2022
NCT05348915,Lebanon,TERMINATED,Sponsor/business decision,2022
NCT05348915,Brazil,TERMINATED,Sponsor/business decision,2022
NCT05348915,Turkey (Türkiye),TERMINATED,Sponsor/business decision,2022
NCT05348915,Nigeria,TERMINATED,Sponsor/business decision,2022
NCT05348915,Saudi Arabia,TERMINATED,Sponsor/business decision,2022
NCT05348915,Kenya,TERMINATED,Sponsor/business decision,2022
NCT02567149,United States,WITHDRAWN,Funding,2016
NCT02519335,United States,TERMINATED,PI/Staff unavailable,2014
NCT03471221,United States,UNKNOWN,No reason recorded,2018
NCT03211169,United States,TERMINATED,Low enrollment/accrual,2017
NCT05825794,Italy,UNKNOWN,No reason recorded,2021
NCT04897880,New Zealand,TERMINATED,Other,2019
NCT04897880,United States,TERMINATED,Other,2019
NCT04897880,Australia,TERMINATED,Other,2019
NCT05693519,Netherlands,UNKNOWN,No reason recorded,2022
NCT03659071,France,UNKNOWN,No reason recorded,2018
NCT05781672,France,TERMINATED,Other,2023
NCT02066272,Poland,UNKNOWN,No reason recorded,2014
NCT03334162,Switzerland,SUSPENDED,Other,2019
NCT03743246,Germany,TERMINATED,Other,2018
NCT03743246,Spain,TERMINATED,Other,2018
NCT03743246,Netherlands,TERMINATED,Other,2018
NCT03743246,Italy,TERMINATED,Other,2018
NCT03743246,France,TERMINATED,Other,2018
NCT03743246,United States,TERMINATED,Other,2018
NCT02703272,South Korea,TERMINATED,Efficacy not met,2016
NCT02703272,United Kingdom,TERMINATED,Efficacy not met,2016
NCT02703272,Brazil,TERMINATED,Efficacy not met,2016
NCT02703272,Sweden,TERMINATED,Efficacy not met,2016
NCT02703272,Germany,TERMINATED,Efficacy not met,2016
NCT02703272,Ukraine,TERMINATED,Efficacy not met,2016
NCT02703272,Poland,TERMINATED,Efficacy not met,2016
NCT02703272,Czechia,TERMINATED,Efficacy not met,2016
NCT02703272,Netherlands,TERMINATED,Efficacy not met,2016
NCT02703272,Romania,TERMINATED,Efficacy not met,2016
NCT02703272,Hungary,TERMINATED,Efficacy not met,2016
NCT02703272,Spain,TERMINATED,Efficacy not met,2016
NCT02703272,Belgium,TERMINATED,Efficacy not met,2016
NCT02703272,Taiwan,TERMINATED,Efficacy not met,2016
NCT02703272,France,TERMINATED,Efficacy not met,2016
NCT02703272,United States,TERMINATED,Efficacy not met,2016
NCT02703272,Russia,TERMINATED,Efficacy not met,2016
NCT02703272,Bulgaria,TERMINATED,Efficacy not met,2016
NCT02703272,Turkey (Türkiye),TERMINATED,Efficacy not met,2016
NCT02703272,Canada,TERMINATED,Efficacy not met,2016
NCT05252403,Italy,UNKNOWN,No reason recorded,2021
NCT00439296,United States,TERMINATED,Low enrollment/accrual,2006
NCT05618275,France,UNKNOWN,No reason recorded,2020
NCT03882437,United States,UNKNOWN,No reason recorded,2019
NCT06345391,Belgium,UNKNOWN,No reason recorded,2024
NCT02121977,United States,TERMINATED,Sponsor/business decision,2014
NCT03721965,Germany,TERMINATED,Efficacy not met,2019
NCT03721965,Spain,TERMINATED,Efficacy not met,2019
NCT03721965,United Kingdom,TERMINATED,Efficacy not met,2019
NCT03721965,Italy,TERMINATED,Efficacy not met,2019
NCT03721965,France,TERMINATED,Efficacy not met,2019
NCT03721965,United States,TERMINATED,Efficacy not met,2019
NCT00798811,South Korea,UNKNOWN,No reason recorded,2005
NCT03339401,Ireland,TERMINATED,Low enrollment/accrual,2017
NCT03339401,Germany,TERMINATED,Low enrollment/accrual,2017
NCT03339401,Poland,TERMINATED,Low enrollment/accrual,2017
NCT03339401,Spain,TERMINATED,Low enrollment/accrual,2017
NCT03339401,United Kingdom,TERMINATED,Low enrollment/accrual,2017
NCT03339401,Italy,TERMINATED,Low enrollment/accrual,2017
NCT03339401,Netherlands,TERMINATED,Low enrollment/accrual,2017
NCT03339401,France,TERMINATED,Low enrollment/accrual,2017
NCT03339401,United States,TERMINATED,Low enrollment/accrual,2017
NCT04203017,Russia,TERMINATED,Other,2019
NCT01247922,Canada,TERMINATED,Efficacy not met,2011
NCT01247922,United States,TERMINATED,Efficacy not met,2011
NCT01247922,United Kingdom,TERMINATED,Efficacy not met,2011
NCT00937053,Canada,TERMINATED,Safety concerns,2009
NCT05230654,China,UNKNOWN,No reason recorded,2022
NCT00698009,United States,TERMINATED,Low enrollment/accrual,2008
NCT03027401,United States,WITHDRAWN,Regulatory,2017
NCT01216839,Brazil,UNKNOWN,No reason recorded,2011
NCT01553071,United States,TERMINATED,COVID-19,2016
NCT02541604,Germany,TERMINATED,Sponsor/business decision,2015
NCT02541604,Switzerland,TERMINATED,Sponsor/business decision,2015
NCT02541604,Spain,TERMINATED,Sponsor/business decision,2015
NCT02541604,United Kingdom,TERMINATED,Sponsor/business decision,2015
NCT02541604,Italy,TERMINATED,Sponsor/business decision,2015
NCT02541604,Netherlands,TERMINATED,Sponsor/business decision,2015
NCT02541604,Denmark,TERMINATED,Sponsor/business decision,2015
NCT02541604,France,TERMINATED,Sponsor/business decision,2015
NCT02541604,Canada,TERMINATED,Sponsor/business decision,2015
NCT02541604,United States,TERMINATED,Sponsor/business decision,2015
NCT02541604,Israel,TERMINATED,Sponsor/business decision,2015
NCT04807387,United States,TERMINATED,Low enrollment/accrual,2022
NCT03963999,United States,WITHDRAWN,Funding,2020
NCT00045721,United States,TERMINATED,Low enrollment/accrual,2003
NCT03605589,United States,WITHDRAWN,Low enrollment/accrual,2018
NCT04167618,Spain,TERMINATED,Sponsor/business decision,2021
NCT04167618,United Kingdom,TERMINATED,Sponsor/business decision,2021
NCT04167618,Netherlands,TERMINATED,Sponsor/business decision,2021
NCT04167618,Denmark,TERMINATED,Sponsor/business decision,2021
NCT04167618,United States,TERMINATED,Sponsor/business decision,2021
NCT02861716,Egypt,UNKNOWN,No reason recorded,2016
NCT05086315,China,TERMINATED,Sponsor/business decision,2021
NCT05086315,Australia,TERMINATED,Sponsor/business decision,2021
NCT05086315,Netherlands,TERMINATED,Sponsor/business decision,2021
NCT05086315,France,TERMINATED,Sponsor/business decision,2021
NCT05086315,United States,TERMINATED,Sponsor/business decision,2021
NCT05783518,China,UNKNOWN,No reason recorded,2023
NCT01066468,Russia,TERMINATED,No reason recorded,2010
NCT00127543,United States,WITHDRAWN,Other,2005
NCT03149575,United States,TERMINATED,Other,2017
NCT03515200,United States,TERMINATED,PI/Staff unavailable,2018
NCT04950777,United States,UNKNOWN,No reason recorded,2021
NCT01655875,United States,TERMINATED,Low enrollment/accrual,2012
NCT03583294,France,UNKNOWN,No reason recorded,2018
NCT04174001,United States,UNKNOWN,No reason recorded,2020
NCT06033469,Italy,UNKNOWN,No reason recorded,2018
NCT03545542,Austria,UNKNOWN,No reason recorded,2018
NCT03585686,Russia,UNKNOWN,No reason recorded,2018
NCT04210154,Turkey (Türkiye),UNKNOWN,No reason recorded,2021
NCT04210154,France,UNKNOWN,No reason recorded,2021
NCT04210154,Germany,UNKNOWN,No reason recorded,2021
NCT04210154,United Kingdom,UNKNOWN,No reason recorded,2021
NCT05604170,Germany,TERMINATED,Sponsor/business decision,2022
NCT05604170,China,TERMINATED,Sponsor/business decision,2022
NCT05604170,Spain,TERMINATED,Sponsor/business decision,2022
NCT05604170,Australia,TERMINATED,Sponsor/business decision,2022
NCT05604170,United Kingdom,TERMINATED,Sponsor/business decision,2022
NCT05604170,Italy,TERMINATED,Sponsor/business decision,2022
NCT05604170,France,TERMINATED,Sponsor/business decision,2022
NCT05604170,Canada,TERMINATED,Sponsor/business decision,2022
NCT05604170,United States,TERMINATED,Sponsor/business decision,2022
NCT05604170,Israel,TERMINATED,Sponsor/business decision,2022
NCT02349386,United States,TERMINATED,Low enrollment/accrual,2015
NCT04049383,United States,TERMINATED,Low enrollment/accrual,2020
NCT05810662,Egypt,UNKNOWN,No reason recorded,2022
NCT03334305,United States,TERMINATED,Low enrollment/accrual,2018
NCT02557750,Egypt,UNKNOWN,No reason recorded,2016
NCT01619124,Germany,UNKNOWN,No reason recorded,2012
NCT01315925,Italy,UNKNOWN,No reason recorded,2010
NCT03985215,Denmark,WITHDRAWN,Other,2020
NCT05526274,Spain,UNKNOWN,No reason recorded,2022
NCT03445026,Egypt,UNKNOWN,No reason recorded,2018
NCT04225676,United States,TERMINATED,Low enrollment/accrual,2020
NCT04252508,France,UNKNOWN,No reason recorded,2019
NCT01742325,Taiwan,UNKNOWN,No reason recorded,2010
NCT01130623,United States,WITHDRAWN,No reason recorded,2010
NCT01730209,Netherlands,UNKNOWN,No reason recorded,2012
NCT05280600,United Kingdom,UNKNOWN,No reason recorded,2022
NCT00845936,Israel,UNKNOWN,No reason recorded,2009
NCT05167370,United States,TERMINATED,Low enrollment/accrual,2010
NCT01755169,United States,TERMINATED,Low enrollment/accrual,2013
NCT00410631,Switzerland,UNKNOWN,No reason recorded,2004
NCT00410631,Germany,UNKNOWN,No reason recorded,2004
NCT04424095,Italy,UNKNOWN,No reason recorded,2020
NCT02536183,United States,TERMINATED,Low enrollment/accrual,2016
NCT04019470,China,WITHDRAWN,Low enrollment/accrual,2019
NCT05844670,Kenya,UNKNOWN,No reason recorded,2023
NCT00713570,Taiwan,UNKNOWN,No reason recorded,2006
NCT03605186,Egypt,UNKNOWN,No reason recorded,2019
NCT03874273,Russia,UNKNOWN,No reason recorded,2019
NCT02339753,South Korea,UNKNOWN,No reason recorded,2015
NCT03925831,Taiwan,UNKNOWN,No reason recorded,2019
NCT04501731,United Kingdom,UNKNOWN,No reason recorded,2022
NCT01009294,United States,TERMINATED,Efficacy not met,2010
NCT01009294,United Kingdom,TERMINATED,Efficacy not met,2010
NCT03971305,China,UNKNOWN,No reason recorded,2017
NCT01226303,Italy,UNKNOWN,No reason recorded,2009
NCT00633061,United States,TERMINATED,Efficacy not met,2008
NCT06940570,United States,SUSPENDED,Funding,2028
NCT02854488,United States,WITHDRAWN,Low enrollment/accrual,2016
NCT05982587,Italy,UNKNOWN,No reason recorded,2023
NCT04724421,Brazil,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT04724421,United States,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT00145704,United States,TERMINATED,Low enrollment/accrual,2002
NCT01772849,Denmark,UNKNOWN,No reason recorded,2013
NCT03866707,United States,TERMINATED,PI/Staff unavailable,2019
NCT05303155,South Korea,UNKNOWN,No reason recorded,2022
NCT01572168,United States,TERMINATED,Low enrollment/accrual,2011
NCT03571204,United States,TERMINATED,COVID-19,2018
NCT02116504,France,UNKNOWN,No reason recorded,2014
NCT01216826,Brazil,UNKNOWN,No reason recorded,2011
NCT05627843,Egypt,UNKNOWN,No reason recorded,2022
NCT05199363,Poland,UNKNOWN,No reason recorded,2021
NCT02615106,China,UNKNOWN,No reason recorded,2015
NCT00436761,United States,UNKNOWN,No reason recorded,2004
NCT01857817,United States,TERMINATED,Low enrollment/accrual,2013
NCT02164097,United States,TERMINATED,Low enrollment/accrual,2015
NCT00327782,United States,TERMINATED,No reason recorded,1995
NCT03561259,United States,UNKNOWN,No reason recorded,2019
NCT04501614,South Korea,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Mexico,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Poland,TERMINATED,Low enrollment/accrual,2021
NCT04501614,China,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Spain,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Australia,TERMINATED,Low enrollment/accrual,2021
NCT04501614,United Kingdom,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Portugal,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Brazil,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Czechia,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Italy,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Netherlands,TERMINATED,Low enrollment/accrual,2021
NCT04501614,Argentina,TERMINATED,Low enrollment/accrual,2021
NCT04501614,France,TERMINATED,Low enrollment/accrual,2021
NCT04501614,United States,TERMINATED,Low enrollment/accrual,2021
NCT04859543,Czechia,UNKNOWN,No reason recorded,2021
NCT04938206,France,TERMINATED,Other,2021
NCT02118584,South Korea,TERMINATED,Efficacy not met,2014
NCT02118584,Estonia,TERMINATED,Efficacy not met,2014
NCT02118584,United Kingdom,TERMINATED,Efficacy not met,2014
NCT02118584,Serbia,TERMINATED,Efficacy not met,2014
NCT02118584,Portugal,TERMINATED,Efficacy not met,2014
NCT02118584,Brazil,TERMINATED,Efficacy not met,2014
NCT02118584,Denmark,TERMINATED,Efficacy not met,2014
NCT02118584,Argentina,TERMINATED,Efficacy not met,2014
NCT02118584,Israel,TERMINATED,Efficacy not met,2014
NCT02118584,Germany,TERMINATED,Efficacy not met,2014
NCT02118584,Croatia,TERMINATED,Efficacy not met,2014
NCT02118584,Hong Kong,TERMINATED,Efficacy not met,2014
NCT02118584,India,TERMINATED,Efficacy not met,2014
NCT02118584,Poland,TERMINATED,Efficacy not met,2014
NCT02118584,Ukraine,TERMINATED,Efficacy not met,2014
NCT02118584,Australia,TERMINATED,Efficacy not met,2014
NCT02118584,South Africa,TERMINATED,Efficacy not met,2014
NCT02118584,Czechia,TERMINATED,Efficacy not met,2014
NCT02118584,Italy,TERMINATED,Efficacy not met,2014
NCT02118584,Netherlands,TERMINATED,Efficacy not met,2014
NCT02118584,Malaysia,TERMINATED,Efficacy not met,2014
NCT02118584,Romania,TERMINATED,Efficacy not met,2014
NCT02118584,New Zealand,TERMINATED,Efficacy not met,2014
NCT02118584,Austria,TERMINATED,Efficacy not met,2014
NCT02118584,Hungary,TERMINATED,Efficacy not met,2014
NCT02118584,Spain,TERMINATED,Efficacy not met,2014
NCT02118584,Belgium,TERMINATED,Efficacy not met,2014
NCT02118584,Slovakia,TERMINATED,Efficacy not met,2014
NCT02118584,France,TERMINATED,Efficacy not met,2014
NCT02118584,United States,TERMINATED,Efficacy not met,2014
NCT02118584,Switzerland,TERMINATED,Efficacy not met,2014
NCT02118584,Latvia,TERMINATED,Efficacy not met,2014
NCT02118584,Colombia,TERMINATED,Efficacy not met,2014
NCT02118584,Mexico,TERMINATED,Efficacy not met,2014
NCT02118584,Singapore,TERMINATED,Efficacy not met,2014
NCT02118584,Greece,TERMINATED,Efficacy not met,2014
NCT02118584,Russia,TERMINATED,Efficacy not met,2014
NCT02118584,Bulgaria,TERMINATED,Efficacy not met,2014
NCT02118584,Turkey (Türkiye),TERMINATED,Efficacy not met,2014
NCT02118584,Norway,TERMINATED,Efficacy not met,2014
NCT02118584,Lithuania,TERMINATED,Efficacy not met,2014
NCT02118584,Canada,TERMINATED,Efficacy not met,2014
NCT00378235,United States,WITHDRAWN,Sponsor/business decision,Not listed
NCT00504218,United States,TERMINATED,No reason recorded,2007
NCT02417168,United States,TERMINATED,PI/Staff unavailable,2015
NCT04344626,Canada,WITHDRAWN,Funding,2018
NCT04344626,United States,WITHDRAWN,Funding,2018
NCT02338479,United States,UNKNOWN,No reason recorded,2015
NCT00231712,Germany,UNKNOWN,No reason recorded,2005
NCT02584413,United States,TERMINATED,Low enrollment/accrual,2013
NCT02617927,Israel,UNKNOWN,No reason recorded,2015
NCT03591861,United States,TERMINATED,Low enrollment/accrual,2019
NCT02044965,Canada,UNKNOWN,No reason recorded,2015
NCT02101554,United States,TERMINATED,Efficacy not met,2015
NCT01520467,France,UNKNOWN,No reason recorded,2012
NCT04678336,United States,TERMINATED,Other,2021
NCT03126864,United States,TERMINATED,Other,2017
NCT01675934,United States,WITHDRAWN,PI/Staff unavailable,2012
NCT03888534,United States,WITHDRAWN,Efficacy not met,2020
NCT03888534,Spain,WITHDRAWN,Efficacy not met,2020
NCT06018324,Netherlands,UNKNOWN,No reason recorded,2023
NCT02094092,Pakistan,UNKNOWN,No reason recorded,2014
NCT04564521,South Korea,UNKNOWN,No reason recorded,2020
NCT00823758,United States,UNKNOWN,No reason recorded,2008
NCT02187354,Germany,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT02187354,Switzerland,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT02187354,Austria,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT02187354,United Kingdom,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT02187354,Italy,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT02187354,France,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT02187354,United States,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT02312037,United States,NO_LONGER_AVAILABLE,No reason recorded,Not listed
NCT04210011,Hong Kong,UNKNOWN,No reason recorded,2020
NCT04485416,United States,SUSPENDED,PI/Staff unavailable,2021
NCT04097353,United States,TERMINATED,Low enrollment/accrual,2017
NCT01772862,Denmark,UNKNOWN,No reason recorded,2013
NCT01656603,United States,UNKNOWN,No reason recorded,2012
NCT02052479,United States,TERMINATED,No reason recorded,2014
NCT02273583,Brazil,UNKNOWN,No reason recorded,2006
NCT02557256,Egypt,UNKNOWN,No reason recorded,2016
NCT01765803,United States,TERMINATED,Efficacy not met,2013
NCT00572182,United States,TERMINATED,Low enrollment/accrual,2008
NCT04036045,United States,WITHDRAWN,Funding,2018
NCT06227429,China,WITHDRAWN,Low enrollment/accrual,2025
NCT00752206,United States,TERMINATED,Low enrollment/accrual,2009
NCT04845035,United States,WITHDRAWN,PI/Staff unavailable,2024
NCT01643291,United States,TERMINATED,Low enrollment/accrual,2012
NCT03733249,Italy,TERMINATED,No reason recorded,2017
NCT02065869,Italy,TERMINATED,Sponsor/business decision,2014
NCT02065869,United Kingdom,TERMINATED,Sponsor/business decision,2014
NCT01953770,Uzbekistan,UNKNOWN,No reason recorded,2008
NCT01953770,Russia,UNKNOWN,No reason recorded,2008
NCT01953770,Belarus,UNKNOWN,No reason recorded,2008
NCT04996745,United States,WITHDRAWN,Other,2021
NCT01380275,South Korea,UNKNOWN,No reason recorded,2008
NCT05108012,Iran,UNKNOWN,No reason recorded,2021
NCT01423500,Austria,UNKNOWN,No reason recorded,2007
NCT01423500,Poland,UNKNOWN,No reason recorded,2007
NCT01423500,Slovakia,UNKNOWN,No reason recorded,2007
NCT01423500,Czechia,UNKNOWN,No reason recorded,2007
NCT01423500,Italy,UNKNOWN,No reason recorded,2007
NCT01423500,Denmark,UNKNOWN,No reason recorded,2007
NCT01423500,Netherlands,UNKNOWN,No reason recorded,2007
NCT01423500,Turkey (Türkiye),UNKNOWN,No reason recorded,2007
NCT01423500,France,UNKNOWN,No reason recorded,2007
NCT01423500,Sweden,UNKNOWN,No reason recorded,2007
NCT01423500,Israel,UNKNOWN,No reason recorded,2007
NCT01470157,Israel,UNKNOWN,No reason recorded,2011
NCT05222165,Germany,WITHDRAWN,Sponsor/business decision,2021
NCT05222165,Canada,WITHDRAWN,Sponsor/business decision,2021
NCT05222165,United States,WITHDRAWN,Sponsor/business decision,2021
NCT04960761,Turkey (Türkiye),UNKNOWN,No reason recorded,2021
NCT00943553,India,WITHDRAWN,Sponsor/business decision,2010
NCT05233683,Saudi Arabia,UNKNOWN,No reason recorded,2022
NCT04455139,Switzerland,TERMINATED,Low enrollment/accrual,2021
NCT03768869,United States,WITHDRAWN,Other,2006
NCT05115422,Canada,UNKNOWN,No reason recorded,2021
NCT00629395,United States,TERMINATED,No reason recorded,2007
NCT04489537,Armenia,TERMINATED,Sponsor/business decision,2021
NCT04489537,Mexico,TERMINATED,Sponsor/business decision,2021
NCT04489537,India,TERMINATED,Sponsor/business decision,2021
NCT04489537,Ukraine,TERMINATED,Sponsor/business decision,2021
NCT04489537,Hungary,TERMINATED,Sponsor/business decision,2021
NCT04489537,Poland,TERMINATED,Sponsor/business decision,2021
NCT04489537,Spain,TERMINATED,Sponsor/business decision,2021
NCT04489537,United Kingdom,TERMINATED,Sponsor/business decision,2021
NCT04489537,Russia,TERMINATED,Sponsor/business decision,2021
NCT04489537,Georgia,TERMINATED,Sponsor/business decision,2021
NCT04489537,Italy,TERMINATED,Sponsor/business decision,2021
NCT04489537,South Africa,TERMINATED,Sponsor/business decision,2021
NCT04489537,Taiwan,TERMINATED,Sponsor/business decision,2021
NCT04489537,Turkey (Türkiye),TERMINATED,Sponsor/business decision,2021
NCT04489537,Malaysia,TERMINATED,Sponsor/business decision,2021
NCT04489537,United States,TERMINATED,Sponsor/business decision,2021
NCT03882372,France,TERMINATED,Low enrollment/accrual,2019
NCT03628131,South Korea,UNKNOWN,No reason recorded,2018
NCT01828502,United States,WITHDRAWN,Low enrollment/accrual,2013
NCT05429502,Germany,TERMINATED,Safety concerns,2022
NCT05429502,United States,TERMINATED,Safety concerns,2022
NCT05429502,Italy,TERMINATED,Safety concerns,2022
NCT05429502,United Kingdom,TERMINATED,Safety concerns,2022
NCT00591539,United States,TERMINATED,Low enrollment/accrual,2007
NCT01285531,United States,UNKNOWN,No reason recorded,2011
NCT02577302,United States,UNKNOWN,No reason recorded,2018
NCT03599583,United States,UNKNOWN,No reason recorded,2018
NCT03478956,Poland,TERMINATED,Efficacy not met,2018
NCT03478956,Spain,TERMINATED,Efficacy not met,2018
NCT03478956,Belgium,TERMINATED,Efficacy not met,2018
NCT03478956,United Kingdom,TERMINATED,Efficacy not met,2018
NCT00934557,Italy,UNKNOWN,No reason recorded,2008
NCT05048771,France,UNKNOWN,No reason recorded,2021
NCT05589857,United States,WITHDRAWN,Low enrollment/accrual,2022
NCT03883607,United States,TERMINATED,Efficacy not met,2019
NCT02117063,United States,UNKNOWN,No reason recorded,2012
NCT03577600,Mexico,WITHDRAWN,Other,2018
NCT02655432,Haiti,WITHDRAWN,Regulatory,2016
NCT05793463,Italy,UNKNOWN,No reason recorded,2018
NCT00215085,United States,TERMINATED,Other,2005
NCT05818748,Turkey (Türkiye),UNKNOWN,No reason recorded,2023
NCT05519384,China,UNKNOWN,No reason recorded,2022
NCT00436748,Mexico,TERMINATED,Regulatory,2008
NCT00436748,Latvia,TERMINATED,Regulatory,2008
NCT00436748,Poland,TERMINATED,Regulatory,2008
NCT00436748,Belgium,TERMINATED,Regulatory,2008
NCT00436748,United Kingdom,TERMINATED,Regulatory,2008
NCT00436748,Slovakia,TERMINATED,Regulatory,2008
NCT00436748,Russia,TERMINATED,Regulatory,2008
NCT00436748,Puerto Rico,TERMINATED,Regulatory,2008
NCT00436748,Lithuania,TERMINATED,Regulatory,2008
NCT00436748,United States,TERMINATED,Regulatory,2008
NCT02242552,Canada,UNKNOWN,No reason recorded,2014
NCT00005084,United States,UNKNOWN,No reason recorded,1999
NCT01671852,Canada,WITHDRAWN,Funding,2012
NCT05241717,Canada,UNKNOWN,No reason recorded,2022
NCT01756599,France,UNKNOWN,No reason recorded,2012
NCT02827552,France,TERMINATED,Other,2017
NCT01491230,Israel,UNKNOWN,No reason recorded,2011
NCT00897858,United States,WITHDRAWN,Other,2006
NCT04055558,Israel,UNKNOWN,No reason recorded,2019
NCT04497701,China,UNKNOWN,No reason recorded,2020
NCT02388165,Germany,TERMINATED,Sponsor/business decision,2015
NCT02388165,Japan,TERMINATED,Sponsor/business decision,2015
NCT02388165,Austria,TERMINATED,Sponsor/business decision,2015
NCT02388165,Hungary,TERMINATED,Sponsor/business decision,2015
NCT02388165,Spain,TERMINATED,Sponsor/business decision,2015
NCT02388165,United Kingdom,TERMINATED,Sponsor/business decision,2015
NCT02388165,Bulgaria,TERMINATED,Sponsor/business decision,2015
NCT02388165,France,TERMINATED,Sponsor/business decision,2015
NCT02388165,Canada,TERMINATED,Sponsor/business decision,2015
NCT02388165,United States,TERMINATED,Sponsor/business decision,2015
NCT02388165,Sweden,TERMINATED,Sponsor/business decision,2015
NCT02386267,Russia,UNKNOWN,No reason recorded,2014
NCT02549300,Turkey (Türkiye),UNKNOWN,No reason recorded,2015
NCT03326765,Belgium,UNKNOWN,No reason recorded,2017
NCT00072488,Canada,UNKNOWN,No reason recorded,2004
NCT00072488,United States,UNKNOWN,No reason recorded,2004
NCT01164956,United States,TERMINATED,Funding,2011
NCT05481229,Czechia,UNKNOWN,No reason recorded,2018
NCT04670731,Italy,UNKNOWN,No reason recorded,2021
NCT03467386,United States,SUSPENDED,Low enrollment/accrual,2018
NCT02393131,Taiwan,UNKNOWN,No reason recorded,2015
NCT00983528,United States,TERMINATED,Low enrollment/accrual,2009
NCT03198234,United States,TERMINATED,Low enrollment/accrual,2017
NCT04804709,United States,TERMINATED,Sponsor/business decision,2021
NCT04773808,Argentina,UNKNOWN,No reason recorded,2021
NCT05313958,China,UNKNOWN,No reason recorded,2021
NCT00979550,United States,TERMINATED,Low enrollment/accrual,2008
NCT00436774,Ireland,UNKNOWN,No reason recorded,2006
NCT00436774,United Kingdom,UNKNOWN,No reason recorded,2006
NCT04265638,United States,UNKNOWN,No reason recorded,2019
NCT02618109,France,TERMINATED,Low enrollment/accrual,2016
NCT06023368,United States,WITHDRAWN,Other,2023
NCT03971318,China,UNKNOWN,No reason recorded,2017
NCT04155424,Germany,TERMINATED,Other,2020
NCT04155424,South Korea,TERMINATED,Other,2020
NCT04155424,Spain,TERMINATED,Other,2020
NCT04155424,Italy,TERMINATED,Other,2020
NCT04155424,Japan,TERMINATED,Other,2020
NCT04155424,Canada,TERMINATED,Other,2020
NCT04155424,United States,TERMINATED,Other,2020
NCT01764100,Italy,UNKNOWN,No reason recorded,2009
NCT04461561,Iraq,UNKNOWN,No reason recorded,2020
NCT02421562,Canada,UNKNOWN,No reason recorded,2015
NCT02453477,Italy,UNKNOWN,No reason recorded,2015
NCT02722512,United States,TERMINATED,Other,2016
NCT05449886,South Korea,UNKNOWN,No reason recorded,2022
NCT03467256,Russia,UNKNOWN,No reason recorded,2018
NCT00466375,United States,TERMINATED,No reason recorded,2007
NCT05937672,United States,TERMINATED,Other,2023
NCT00281879,United States,TERMINATED,No reason recorded,2006
